RequestMonth,ProviderName,ApiName,ApiVersion,ApiMethod,TotalHits,SuccessCount,ErrorCount,MaxResTimeSec,MinResTimeSec,MedianResTime_Sec,AvgResTime_Sec,RequestLessThan_750_MS,RequestTookMoreThan_750_MSec,RequestLessThan_750_MS_Based_On_SuccessHits,RequestTookMoreThan_750_MS_Based_On_SuccessHits,MAXResponseSize_KB,AVGResponseSize_KB,MINResponseSize_KB
24-Oct,DMT,GetStartAction,1,/licensingRelicensingBrokerIndividual/getStartAction,1212,1212,234,50.188,0.133,0.18,0.34,1165,47,1165,47,482,436.82,225
24-Oct,DMT,GetStartAction,1,/licensingRelicensingEvaluatorCompany/getStartAction,84,84,68,2.356,0.135,0.18,0.27,81,3,81,3,482,292.4,225
24-Oct,DMT,GetStartAction,1,/licensingRelicensingEvaluatorIndividual/getStartAction,312,312,209,3.731,0.144,0.18,0.26,306,6,306,6,491,331.25,228
24-Oct,DMT,GetStartAction,1,/licensingSwimmingPoolRegistration/getStartAction,146,146,51,5.3,0.153,0.18,0.3,139,7,139,7,465,388.85,247
24-Oct,DMT,GetStartAction,1,/licensingWaterDispenserOperatorRegistration/getStartAction,316,316,316,8.908,0.147,0.18,0.27,305,11,305,11,257,256.84,232
24-Oct,DMT,GetStartAction,1,/localExhibitionPermit/getStartAction,42,42,38,0.879,0.149,0.18,0.24,39,3,39,3,437,253.64,210
24-Oct,DMT,GetStartAction,1,/mediaAnnouncementPermit/getStartAction,142,142,93,7.455,0.161,0.18,0.29,138,4,138,4,443,308.08,237
24-Oct,DMT,GetStartAction,1,/participationInSatelliteBasedSurveyNetworkSystem/getStartAction,310,309,75,6.196,0.132,0.18,0.3,299,11,298,11,526,460.48,171
24-Oct,DMT,GetStartAction,1,/playGroundBooking/getStartAction,4657,4657,38,28.974,0.128,0.17,0.27,4532,125,4532,125,430,428.17,206
24-Oct,DMT,GetStartAction,1,/projectAssignServiceProvider/getStartAction,59,59,28,7.318,0.16,0.19,0.45,57,2,57,2,458,355.49,242
24-Oct,DMT,GetStartAction,1,/realEstateBoothPermit/getStartAction,24,24,20,4.156,0.162,0.19,0.41,23,1,23,1,435,268.33,235
24-Oct,DMT,GetStartAction,1,/registerEngineerFirstTime/getStartAction,6966,6966,4296,52.342,0.114,0.24,0.91,5302,1664,5302,1662,1481,554.38,191
24-Oct,DMT,GetStartAction,1,/registerTenancyContractMunicipalAssets/getStartAction,743,743,27,50.184,0.139,0.18,0.36,717,26,717,26,489,479.69,227
24-Oct,DMT,GetStartAction,1,/registrationNewRealEstateDevelopmentProject/getStartAction,42,42,39,1.134,0.166,0.19,0.23,41,1,41,1,501,274.43,257
24-Oct,DMT,GetStartAction,1,/renewEngineerRegistration/getStartAction,7279,7278,4851,50.378,0.133,0.26,0.79,5817,1462,5816,1460,1211,522.19,129
24-Oct,DMT,GetStartAction,1,/requestBuyAndSellPlots/getStartAction,386,386,9,50.184,0.142,0.17,0.59,367,19,367,19,432,427.58,211
24-Oct,DMT,GetStartAction,1,/requestCreateMortgage/getStartAction,9,9,0,0.271,0.162,0.17,0.18,9,0,9,0,431,431,431
24-Oct,DMT,GetStartAction,1,/requestOwnershipDeed/getStartAction,16243,16238,194,50.194,0.105,0.17,0.3,15734,509,15729,506,423,420.48,124
24-Oct,DMT,GetStartAction,1,/splitPlot/getStartAction,593,593,593,6.738,0.125,0.18,0.3,571,22,571,22,223,222.41,198
24-Oct,DMT,GetStartAction,1,/tenancyContractTerminationForIndustrialPlotsAndRanches/getStartAction,129,129,76,10.25,0.136,0.17,0.34,125,4,125,4,528,360.09,243
24-Oct,DMT,GetStartAction,1,/tentsForEvents/getStartAction,265,265,158,2.9,0.151,0.18,0.28,253,12,253,12,415,303.51,228
24-Oct,DMT,GetStartAction,1,/transferInterimToNewRegistrationForEngineer/getStartAction,5,5,0,0.546,0.203,0.34,0.34,5,0,5,0,501,501,501
24-Oct,DMT,GetStartAction,1,/transferMortgage/getStartAction,859,859,67,4.903,0.122,0.18,0.27,835,24,835,24,416,401.28,173
24-Oct,DMT,GetStartAction,1,/updateEngineerRegistration/getStartAction,5026,5026,3104,50.425,0.134,0.36,0.87,3634,1392,3634,1392,1400,502.79,215
24-Oct,DMT,GetStartAction,1,/upsApprovalForVillas/getStartAction,602,602,34,11.087,0.127,0.18,0.35,569,33,569,33,455,442.52,234
24-Oct,DMT,GetStartAction,1,/violationPayment/getStartAction,6738,6738,637,21.362,0.114,0.17,0.28,6513,225,6513,225,386,365.86,173
24-Oct,DMT,GetStartAction,1,/weddingHallBooking/getStartAction,3765,3765,58,50.184,0.117,0.17,0.33,3642,123,3642,122,431,427.73,207
24-Oct,DMT,IncreasePlotArea,1,/NocConfirmationCancel,2,2,1,1.992,0.184,1.09,1.09,1,1,1,1,2363,1332.5,302
24-Oct,DMT,IncreasePlotArea,1,/areaValuePaymentDoPayment,30,30,0,35.379,0.924,1.61,4.1,0,30,0,30,491,488.73,487
24-Oct,DMT,IncreasePlotArea,1,/areaValuePaymentSubmit,19,19,16,7.198,0.546,1.01,1.74,4,15,4,15,2472,534.63,203
24-Oct,DMT,IncreasePlotArea,1,/confirmCancel,1,1,0,0.417,0.417,0.42,0.42,1,0,1,0,2174,2174,2174
24-Oct,DMT,IncreasePlotArea,1,/confirmSubmit,87,87,0,17.956,1.826,3.95,5.01,0,87,0,87,2455,2322.61,2240
24-Oct,DMT,IncreasePlotArea,1,/getStartAction,2239,2239,25,32.669,0.126,0.18,0.31,2158,81,2158,81,418,415.64,205
24-Oct,DMT,IncreasePlotArea,1,/getStepInfo,1970,1969,6,30.966,0.173,0.5,1.61,1476,494,1475,494,83552,23750.98,120
24-Oct,DMT,IncreasePlotArea,1,/nocConfirmationSubmit,73,73,9,12.814,0.161,0.36,0.83,57,16,57,16,2550,2062,331
24-Oct,DMT,IncreasePlotArea,1,/printPaymentSlip,169,169,1,12.146,0.261,0.75,1.08,85,84,85,83,875,847.39,230
24-Oct,DMT,IncreasePlotArea,1,/searchCurrentCustomerProperties,790,790,0,31.809,0.165,0.65,0.89,539,251,539,251,390002,16191.8,232
24-Oct,DMT,IncreasePlotArea,1,/startWorkflow,977,977,891,23.375,0.197,0.64,1.04,561,416,561,415,2458,684.33,416
24-Oct,DMT,IncreasePlotArea,1,/studyFeePaymentCancel,8,8,0,5.291,0.324,0.49,1.2,6,2,6,2,2188,2160,2131
24-Oct,DMT,IncreasePlotArea,1,/studyFeePaymentDoPayment,105,105,0,5.336,0.182,1.04,1.36,13,92,13,92,553,497.13,487
24-Oct,DMT,IncreasePlotArea,1,/studyFeePaymentSubmit,83,83,12,8.944,0.151,0.84,1.5,37,46,37,46,2580,1973.84,203
24-Oct,DED,IndustrialAPI,1,/IndustrialElectricityTariff/Awarding,6,6,0,12.965,10.199,12.33,12.04,0,6,0,6,314,310.5,306
24-Oct,DED,IndustrialAPI,1,/IndustrialElectricityTariff/Issue,5,5,0,41.414,24.792,30.02,32.84,0,5,0,5,1291,1286,1274
24-Oct,DED,IndustrialAPI,1,/IndustrialLicenseRenewal,48,48,0,14.154,7.445,9.73,10.04,0,48,0,48,529,514.69,495
24-Oct,DED,IndustrialAPI,1,/IndustrialOtherService,27,27,0,22.429,0.246,0.41,3.98,18,9,18,9,465,448.89,398
24-Oct,DED,InfoDesk,1,GetFees,1004,985,19,10.71,0.102,0.15,0.27,970,34,954,31,3093,2243.15,389
24-Oct,DED,InfoDesk,1,GetRequirements,995,977,18,7.487,0.129,0.59,0.85,763,232,751,226,42467,5735.4,177
24-Oct,DMT,InterimExtensionForEngineers,1,/applyCancel,31,31,31,0.786,0.158,0.2,0.27,30,1,30,1,346,346,346
24-Oct,DMT,InterimExtensionForEngineers,1,/applySubmit,119,119,119,1.202,0.148,0.17,0.23,117,2,117,2,403,401.66,398
24-Oct,DMT,InterimExtensionForEngineers,1,/cardPreview,5,5,0,1.653,1.087,1.44,1.4,0,5,0,5,865,862.6,861
24-Oct,DMT,InterimExtensionForEngineers,1,/confirmBack,9,9,9,0.272,0.159,0.17,0.18,9,0,9,0,362,362,362
24-Oct,DMT,InterimExtensionForEngineers,1,/confirmSubmit,93,93,93,1.513,0.148,0.18,0.29,87,6,87,6,363,363,363
24-Oct,DMT,InterimExtensionForEngineers,1,/getEngineerDegreeEducationSubSpecialtyList,2,2,0,0.679,0.25,0.46,0.46,2,0,2,0,609,609,609
24-Oct,DMT,InterimExtensionForEngineers,1,/getEngineeringActivityForNonAbuDhabi,3,3,3,0.369,0.157,0.17,0.23,3,0,3,0,371,371,371
24-Oct,DMT,InterimExtensionForEngineers,1,/getEngineeringActivityForNonAbuDhabiOfficeManager,3,3,3,0.365,0.153,0.16,0.22,3,0,3,0,384,384,384
24-Oct,DMT,InterimExtensionForEngineers,1,/getStepInfo,204,204,0,15.796,1.085,2.06,2.77,0,204,0,204,55219,53285.56,52977
24-Oct,DMT,InterimExtensionForEngineers,1,/saveEngineerExperience,2,2,0,0.702,0.635,0.67,0.67,2,0,2,0,13238,13237.5,13237
24-Oct,DMT,InterimRegistrationForEngineers,1,/applyCancel,43,43,1,3.461,0.177,0.37,0.51,40,3,40,3,2486,2192.81,241
24-Oct,DMT,InterimRegistrationForEngineers,1,/applySubmit,68,68,28,12.884,0.472,0.82,1.47,27,41,27,41,2742,1726.85,545
24-Oct,DMT,InterimRegistrationForEngineers,1,/cardPreview,321,321,111,12.079,0.146,1.28,1.42,86,235,86,235,885,636.34,220
24-Oct,DMT,InterimRegistrationForEngineers,1,/confirmBack,100,100,96,2.188,0.146,0.17,0.23,97,3,97,3,2699,446.57,365
24-Oct,DMT,InterimRegistrationForEngineers,1,/confirmCancel,6,6,5,4.519,0.167,0.4,1.3,4,2,4,2,2241,664.33,349
24-Oct,DMT,InterimRegistrationForEngineers,1,/confirmSubmit,1411,1411,1378,31.228,0.107,0.17,0.64,1331,80,1331,80,2821,414.73,281
24-Oct,DMT,InterimRegistrationForEngineers,1,/deleteEngineerEducation,22,22,0,1.388,0.203,0.29,0.37,20,2,20,2,173,173,173
24-Oct,DMT,InterimRegistrationForEngineers,1,/endPrint,10,10,8,4.913,0.191,0.2,0.68,9,1,9,1,854,390.4,275
24-Oct,DMT,InterimRegistrationForEngineers,1,/engineeringFetchADDED,20542,20538,6628,50.588,0.103,0.68,1.1,11940,8602,11936,8585,74380,4569.49,242
24-Oct,DMT,InterimRegistrationForEngineers,1,/getEngineerDegreeEducationSubSpecialtyList,336,336,0,4.266,0.171,0.21,0.35,319,17,319,17,750,647.11,148
24-Oct,DMT,InterimRegistrationForEngineers,1,/getEngineeringActivityForNonAbuDhabi,24,24,0,0.61,0.147,0.18,0.24,24,0,24,0,785,785,785
24-Oct,DMT,InterimRegistrationForEngineers,1,/getEngineeringActivityForNonAbuDhabiOfficeManager,25,25,0,0.377,0.145,0.17,0.19,25,0,25,0,735,735,735
24-Oct,DMT,InterimRegistrationForEngineers,1,/getStepInfo,3682,3681,37,53.518,0.143,1.42,2.08,38,3644,37,3644,93850,45128.68,135
24-Oct,DMT,InterimRegistrationForEngineers,1,/saveEngineerContacts,368,368,23,8.979,0.129,0.2,0.35,354,14,354,14,306,245.52,236
24-Oct,DMT,InterimRegistrationForEngineers,1,/saveEngineerEducation,79,79,0,12.985,0.3,0.52,0.9,62,17,62,17,5381,4250.84,3865
24-Oct,DMT,InterimRegistrationForEngineers,1,/saveEngineerExperience,219,219,0,6.238,0.375,0.58,0.77,162,57,162,57,15901,12691.64,9832
24-Oct,DMT,InterimRegistrationForEngineers,1,/startWorkflow,129,129,2,6.477,0.512,1.42,1.65,2,127,2,127,2408,2247.32,239
24-Oct,ADM,InternationalExhibitionPermit,1,/confirmCancel,1,1,0,0.467,0.467,0.47,0.47,1,0,1,0,2239,2239,2239
24-Oct,ADM,InternationalExhibitionPermit,1,/confirmSubmit,11,11,0,2.476,0.39,0.74,0.89,6,5,6,5,2362,2295.09,2177
24-Oct,ADM,InternationalExhibitionPermit,1,/endPrint,15,15,0,1.864,0.531,0.68,0.82,10,5,10,5,866,840.47,822
24-Oct,ADM,InternationalExhibitionPermit,1,/getStepInfo,35,35,0,29.845,0.284,26.05,17.78,11,24,11,24,11586,10365.54,8648
24-Oct,ADM,InternationalExhibitionPermit,1,/searchCurrentCustomerFreeholdProjects,15,15,0,1.14,0.157,0.19,0.35,14,1,14,1,3828,2191.6,1057
24-Oct,ADM,InternationalExhibitionPermit,1,/startWorkflow,12,12,0,1.825,0.551,1,1.09,3,9,3,9,2573,2493.17,2351
24-Oct,DOH,IPCService,2,IPCCertificateSave,12,12,0,2.293,0.207,0.88,0.83,5,7,5,7,314,301.08,298
24-Oct,DOH,IPCService,2,IPCCheckGHQUser,2908,2896,12,91.224,0.13,0.19,1.75,2582,326,2582,314,830,150.84,140
24-Oct,DOH,IPCService,2,IPCDownloadFile,17,17,0,2.128,0.343,0.98,1.01,2,15,2,15,300335,234681.59,249
24-Oct,DOH,IPCService,2,IPCEpisodeHistory,1995,1992,3,90.222,0.152,0.21,0.97,1532,463,1532,460,39922,2114.89,335
24-Oct,DOH,IPCService,2,IPCEscortDetailsSave,4,4,0,1.795,0.212,0.55,0.78,3,1,3,1,777,768.75,752
24-Oct,DOH,IPCService,2,IPCEscortGetList,36,36,0,4.682,0.178,0.52,0.66,28,8,28,8,4879,1414.06,210
24-Oct,DOH,IPCService,2,IPCLookup,13610,13610,0,23.076,0.13,0.21,1.59,11918,1692,11918,1691,19807,3270.39,172
24-Oct,DOH,IPCService,2,IPCTRFGetList,5485,5307,178,91.23,0.15,7.16,10.5,739,4746,739,4568,45980,3624.92,148
24-Oct,DOH,IPCService,2,IPCTRFSave,292,272,20,15.28,0.132,0.2,0.5,279,13,259,13,6605,1300.29,1220
24-Oct,DMT,IssueEngineerCertifiedLetters,1,/confirmCancel,36,36,8,5.206,0.165,0.35,0.58,32,4,32,4,2293,1813.42,347
24-Oct,DMT,IssueEngineerCertifiedLetters,1,/confirmSubmit,257,256,31,300.205,0.162,12.47,12.68,14,243,14,242,2460,2064.11,252
24-Oct,DMT,IssueEngineerCertifiedLetters,1,/getStepInfo,1099,1098,4,300.207,0.19,1.12,10.88,419,680,419,679,117106,26415.42,138
24-Oct,DMT,IssueEngineerCertifiedLetters,1,/startWorkflow,271,271,5,8.188,0.17,0.7,0.9,154,117,154,117,2498,2299.49,259
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/confirmCancel,11,11,8,0.562,0.159,0.2,0.28,11,0,11,0,2349,897.18,369
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/confirmSubmit,64,64,0,5.898,0.273,0.41,0.66,54,10,54,10,2538,2450.78,2352
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/endPrint,86,86,1,10.532,0.431,0.66,1.24,51,35,51,35,940,897.15,284
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/endPrintQRCode,63,63,1,8.082,0.549,0.8,1.45,22,41,22,41,944,903.14,284
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/getStepInfo,986,986,131,50.189,0.142,0.44,6.14,660,326,660,325,24176,18216.01,240
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/getWaterDispensorRegisteredCustomers,501,501,0,9.612,0.177,0.4,0.53,455,46,455,46,24028,24027.29,24026
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/searchCurrentCustomerProperties,613,613,6,50.181,0.17,0.62,0.83,462,151,462,150,82457,10914.25,267
24-Oct,DMT,IssuingLicenseToInstallPublicDrinkingWaterDispenser,1,/startWorkflow,584,584,514,16.513,0.219,1.27,1.69,87,497,87,497,2564,801.64,513
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/confirmCancel,5,5,0,0.45,0.297,0.35,0.36,5,0,5,0,2435,2364.2,2277
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/confirmSubmit,30,30,4,8.497,0.182,1.15,1.63,10,20,10,20,3321,2620.3,842
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/endPrint,25,25,0,13.196,0.513,1.26,1.96,10,15,10,15,888,874.4,855
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/getStepInfo,255,255,36,50.392,0.147,0.62,4.32,153,102,153,101,38341,24338.54,244
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/searchCurrentCustomerProperties,58,58,0,5.645,0.169,0.22,0.64,46,12,46,12,62403,2152.34,250
24-Oct,DMT,IssuingLicenseToPublicSwimmingPool,1,/startWorkflow,61,61,37,6.711,0.146,0.71,1.44,31,30,31,30,2585,1331.77,441
24-Oct,DMT,IssuingSlaughterhouseEntryCard,1,/endPrint,23,23,0,4.97,0.508,0.9,1.15,10,13,10,13,853,843.96,839
24-Oct,DMT,IssuingSlaughterhouseEntryCard,1,/getStartAction,202,202,134,6.405,0.14,0.18,0.3,195,7,195,7,458,314.55,219
24-Oct,DMT,IssuingSlaughterhouseEntryCard,1,/getStepInfo,24,24,0,31.772,18.863,25.73,25.7,0,24,0,24,9649,9140.29,8723
24-Oct,DMT,IssuingSlaughterhouseEntryCard,1,/startWorkflow,132,132,112,7.096,0.136,0.17,0.7,107,25,107,25,2419,638.77,308
24-Oct,ITC,ITCTAMMCRMServices,1,/createMultiStoreySchoolBusSR,65,65,0,19.06,0.47,2.17,2.55,7,58,7,58,1179,984.58,643
24-Oct,ITC,ITCTAMMCRMServices,1,/createParkingService,478,478,0,62.475,0.554,2.36,2.68,20,458,20,458,1567,1222.23,920
24-Oct,ITC,ITCTAMMCRMServices,1,/getAppFee,2328,2326,2,33.17,0.203,1.28,1.74,935,1393,933,1392,1167,880.12,496
24-Oct,ITC,ITCTAMMCRMServices,1,/getDocumentList,5716,5716,0,57.172,0.316,1.1,1.66,2467,3249,2467,3244,933,496.63,91
24-Oct,ITC,ITCTAMMCRMServices,1,/listOfValues,21457,21387,70,110.447,0.115,7.53,7.68,102,21355,40,21347,2821696,2770035.86,79
24-Oct,ITC,ITCTAMMCRMServices,1,/manageVehicleService,19,19,0,3.959,0.437,2.53,1.98,5,14,5,14,1773,734.89,350
24-Oct,ITC,ITCTAMMCRMServices,1,/paymentIntegrationService,196,196,0,10.154,0.556,2.7,2.62,7,189,7,189,1227,1182.74,1176
24-Oct,ITC,ITCTAMMCRMServices,1,/queryAttachment,705,703,2,300.194,0.323,2.07,3.04,133,572,133,570,690370,107795.77,91
24-Oct,ITC,ITCTAMMCRMServices,1,/queryVehicleService,11,11,0,4.568,0.501,1.38,2.2,1,10,1,10,16170,4276.91,210
24-Oct,ITC,ITCTAMMCRMServices,1,/retrieveMultiStoreySchoolBusSR,159,159,0,4.538,0.416,1.49,1.83,50,109,50,109,2750,1890.3,122
24-Oct,ITC,ITCTAMMCRMServices,1,/retrieveParkingDetails,3476,3307,187,620.247,0.21,0.81,18.89,1620,1856,1618,1687,2741,2006.6,79
24-Oct,ITC,ITCTAMMCRMServices,1,/retrieveViolationDetailsCommercial,954,952,2,22.862,0.114,0.75,1.36,476,478,475,476,1483,508.18,96
24-Oct,ITC,ITCTAMMCRMServices,1,/retrieveViolationDetailsSchoolBus,138,138,0,7.007,0.358,1.1,1.74,53,85,53,85,2028,575.79,96
24-Oct,ITC,ITCTAMMCRMServices,1,/retriveHistoryAccount,2648,2648,0,11.447,0.208,1.12,1.68,1129,1519,1129,1518,408755,5649.1,123
24-Oct,KFED,KhalifaFund,1,/Applicants/Register,559,559,0,11.626,0.19,0.73,1.02,313,246,313,246,2196,1978.42,839
24-Oct,KFED,KhalifaFund,1,/Applicants/ReturnEducationLevelList,1888,1888,0,0,0,0,0,1888,0,1888,0,325,323.48,323
24-Oct,KFED,KhalifaFund,1,/Applicants/ReturnEmirateList,1055,1055,0,0,0,0,0,1055,0,1055,0,318,304.58,302
24-Oct,KFED,KhalifaFund,1,/Applicants/ReturnEmploymentStatusList,1911,1911,0,0,0,0,0,1911,0,1911,0,170,167.83,161
24-Oct,KFED,KhalifaFund,1,/Applicants/SaveOrUpdateEstablishment,398,397,1,30.126,0.122,0.23,0.4,375,23,375,22,3851,817.1,161
24-Oct,KFED,KhalifaFund,1,/Applicants/UpdateApplicantDetailsByEmiratesID,327,327,0,4.503,0.158,0.44,0.58,277,50,277,49,1900,1480.98,173
24-Oct,KFED,KhalifaFund,1,/Branches/GetBranches,389,389,0,0,0,0,0,389,0,389,0,849,849,849
24-Oct,KFED,KhalifaFund,1,/Document/UploadDocumentsByEntity,832,832,0,89.383,0.174,3.06,4.85,12,820,12,820,5135446,1107609.61,1317
24-Oct,KFED,KhalifaFund,1,/Fundings/AddFundingRequest,156,155,1,30.086,0.164,0.44,0.76,119,37,119,36,17341,2141.37,648
24-Oct,KFED,KhalifaFund,1,/Fundings/GetFundingRequestByID,285,278,7,60.233,0.159,0.29,1.87,271,14,271,7,6833,2668.52,86
24-Oct,KFED,KhalifaFund,1,/Membership/AddMembershipRequest,335,335,0,4.992,0.177,0.29,0.39,316,19,316,19,1089,509.16,351
24-Oct,KFED,KhalifaFund,1,/Membership/AddSupportLetter,259,259,0,3.335,0.214,0.3,0.37,248,11,248,10,980,696.59,599
24-Oct,KFED,KhalifaFund,1,/Membership/GetMembershipByApplicantID,59968,59968,0,13.285,0.123,0.22,0.26,58874,1094,58874,1091,787,169,97
24-Oct,KFED,KhalifaFund,1,/Membership/GetMembershipRequestByID,3272,3249,25,60.236,0.184,0.27,0.76,3177,95,3177,72,1749,1304.9,94
24-Oct,KFED,KhalifaFund,1,/Membership/GetSupportLetterByID,1437,1437,1,73.82,0.177,0.28,0.42,1360,77,1360,77,368493,97519.45,94
24-Oct,KFED,KhalifaFund,1,/Membership/ReturnHowDidYouKnowAboutKhalifaFundList,234,234,0,0,0,0,0,234,0,234,0,367,362.33,339
24-Oct,KFED,KhalifaFund,1,/Membership/ReturnSubTypeLetterList,506,506,0,0,0,0,0,506,0,506,0,143,137.74,105
24-Oct,KFED,KhalifaFund,1,/Membership/ReturnTypeOfLetterList,495,495,0,0,0,0,0,495,0,495,0,138,130.2,129
24-Oct,KFED,KhalifaFund,1,/MissingDocuments/GetMissingDataRequestsByApplicantId,901,901,0,7.377,0.158,0.2,0.26,884,17,884,17,7699,1915.41,339
24-Oct,KFED,KhalifaFundServices,1,/Applicants/GetApplicantDetailsPostMethodByEmiratesID,1014498,1006104,8621,300.218,0.004,0.26,0.56,984379,30119,984354,21698,6798,231.58,115
24-Oct,KFED,KhalifaFundServices,1,/Applicants/GetCountryByCode,385,385,0,0.521,0,0,0,385,0,385,0,215,204.69,177
24-Oct,KFED,KhalifaFundServices,1,/EPG/AddPaymentTransaction,99,99,0,22.463,0.193,0.27,0.55,96,3,96,3,1184,1182.42,1181
24-Oct,KFED,KhalifaFundServices,1,/Fundings/GetFundingRequestByUserID,197,197,0,3.37,0.164,0.24,0.32,189,8,189,8,14849,758.12,88
24-Oct,KFED,KhalifaFundServices,1,/Membership/GetMembershipCategoryById,377,377,1,3.243,0.158,0.2,0.26,370,7,370,7,197,195.71,37
24-Oct,KFED,KhalifaFundServices,1,/Membership/GetMembershipRequestByUserID,412,412,0,3.278,0.147,0.26,0.33,399,13,399,13,12847,1187.45,92
24-Oct,KFED,KhalifaFundServices,1,/Membership/ReturnTenderTypeList,509,509,0,0,0,0,0,509,0,509,0,121,119.44,110
24-Oct,KFED,KhalifaFundServices,1,/MissingDocuments/MarkMissingDataRequestSubmitted,95,95,0,3.339,0.159,0.24,0.3,94,1,94,1,73,67.25,66
24-Oct,KFED,KhalifaFundServices,1,/Support/AddSupportRequest,25,25,0,1.602,0.276,0.52,0.54,23,2,23,2,715,551.88,447
24-Oct,KFED,KhalifaFundServices,1,/Support/GetAllSupportEntities,458,458,0,0,0,0,0,458,0,458,0,86340,86340,86340
24-Oct,KFED,KhalifaFundServices,1,/Support/GetSupportRequestByID,430,430,0,14.219,0.207,0.28,0.34,419,11,419,11,1015,809.39,674
24-Oct,KFED,KhalifaFundServices,1,/Support/ReturnSupportTypeList,78,78,0,0,0,0,0,78,0,78,0,356,356,356
24-Oct,KFED,KhalifaFundServices,1,/Trainings/GetTrainingRequestByApplicantId,2349,2326,23,60.238,0.165,0.35,1.07,2017,332,2017,308,76123,4549.11,64
24-Oct,ZHO,KhidmatiService,1,/TAM/PodCardDetailsByEmiratesId,766,766,0,5.673,0.138,0.2,0.26,751,15,751,15,626,257.69,202
24-Oct,DMT,LaunchProjectPermit,1,/confirmSubmit,5,5,0,4.626,0.627,0.83,1.52,2,3,2,3,2370,2302.2,2135
24-Oct,DMT,LaunchProjectPermit,1,/endPrint,8,8,0,1.136,0.63,0.85,0.86,3,5,3,5,842,821.63,802
24-Oct,DMT,LaunchProjectPermit,1,/getStepInfo,13,13,0,30.802,0.343,24.34,16.66,5,8,5,8,11261,9997.23,8567
24-Oct,DMT,LaunchProjectPermit,1,/searchCurrentCustomerFreeholdProjects,9,9,0,0.433,0.167,0.27,0.27,9,0,9,0,3818,1490.78,1047
24-Oct,DMT,LaunchProjectPermit,1,/startWorkflow,5,5,0,1.301,0.764,0.94,1.02,0,5,0,5,2581,2509.8,2313
24-Oct,DMT,licensingDrinkingWaterTankCleanerRegistration,1,/confirmCancel,1,1,0,0.513,0.513,0.51,0.51,1,0,1,0,2462,2462,2462
24-Oct,DMT,licensingDrinkingWaterTankCleanerRegistration,1,/endPrint,1,1,0,1.215,1.215,1.22,1.22,0,1,0,1,898,898,898
24-Oct,DMT,licensingDrinkingWaterTankCleanerRegistration,1,/getStepInfo,37,37,0,10.624,0.304,0.63,1.13,23,14,23,14,41244,22054.92,12989
24-Oct,DMT,licensingDrinkingWaterTankCleanerRegistration,1,/licensingConfirmSubmit,5,5,1,3.26,0.2,1.76,1.85,1,4,1,4,2887,2338.6,599
24-Oct,DMT,licensingDrinkingWaterTankCleanerRegistration,1,/startWorkflow,8,8,3,4.042,0.156,0.81,1.53,4,4,4,4,2628,1872.38,363
24-Oct,DMT,licensingPrimaryDeveloper,1,/endPrint,6,6,2,2.262,0.157,1.13,1.13,3,3,3,3,883,666.5,260
24-Oct,DMT,licensingPrimaryDeveloper,1,/getProfessionTypeByCompanyWorkflowId,233,233,0,5.373,0.149,0.22,0.39,216,17,216,17,575,575,575
24-Oct,DMT,licensingPrimaryDeveloper,1,/getStepInfo,67,67,9,33.766,0.148,22.9,17.84,18,49,18,49,20821,16289.63,292
24-Oct,DMT,licensingPrimaryDeveloper,1,/paymentCancel,15,15,12,0.882,0.161,0.18,0.28,14,1,14,1,2383,732.4,343
24-Oct,DMT,licensingPrimaryDeveloper,1,/paymentDoPayment,74,74,0,5.272,0.166,0.22,0.54,62,12,62,12,603,586.78,533
24-Oct,DMT,licensingPrimaryDeveloper,1,/paymentSubmit,63,63,63,13.078,0.153,0.17,0.47,60,3,60,3,343,339.86,244
24-Oct,DMT,licensingPrimaryDeveloper,1,/printPaymentSlip,5,5,4,1.232,0.151,0.17,0.38,4,1,4,1,844,372,248
24-Oct,DMT,licensingPrimaryDeveloper,1,/startWorkflow,29,29,6,6.545,0.505,1.71,2.1,4,25,4,25,2625,2072.07,690
24-Oct,DMT,licensingRelicensingAccountKeeper,1,/escrowAccountTrusteeApprovalApprove,9,9,9,0.537,0.354,0.4,0.42,9,0,9,0,436,406.67,403
24-Oct,DMT,licensingRelicensingAccountKeeper,1,/escrowAccountTrusteeDocumentSign,1,1,0,1.278,1.278,1.28,1.28,0,1,0,1,2192,2192,2192
24-Oct,DMT,licensingRelicensingAccountKeeper,1,/escrowAccountTrusteeRegistrationSave,3,3,2,1.113,0.205,0.24,0.52,2,1,2,1,12111,4601,846
